id,english,japanese,part,level,wordbook_id,created_at,updated_at
4766,refer to,に言及する／ を参照する； に問い合わせる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4767,look for,を探す,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4768,grow up,大人になる； 事態などが 生じる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4769,focus on,に焦点を合わせる； に集中する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4770,deal with,を扱う； を処理する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4771,contribute to,に貢献する； に寄付［寄稿］する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4772,fill out,書類など に書き込む,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4773,result in,に終わる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4774,rely on [upon],に頼る,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4775,get to,に到着する／ するようになる； できる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4776,suffer from,病気など に悩む； で苦しむ,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4777,work on,働き続ける／ を製作する； に取り組む； に影響を与える,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4778,care for,の世話をする／ を好む； を望む,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4779,consist of,から成り立っている,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4780,ask for,を求める,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4781,go through,を通過する／ 苦しみなど を経験する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4782,turn out,であることがわかる； 結果的に になる／ を産出する／ 催しなどに 繰り出す,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4783,search for,を捜［探］す,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4784,participate in,に参加する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4785,concentrate on,に集中する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4786,care about,を気にかける； に関心を持つ,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4787,hear of,のこと［噂・消息］を聞く,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4788,believe in,を信用する； の良さ［存在］を信じる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4789,complain about [of],について不平を言う； 苦痛など を訴える,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4790,succeed in,に成功する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4791,call for,を必要とする； を求める／ 人 を誘い［迎え］に行く； 物 を取りに行く,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4792,look after,の世話をする,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4793,get along,暮らす； なんとか やっていく／ と 仲良くやっていく with ； が 進む with,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4794,differ from,と異なる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4795,hear from,から便り［電話・伝言］がある,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4796,result from,から起こる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4797,try on,を試着する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4798,pick up,を拾う； を 車などに 乗せる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4799,give up,をあきらめる； を捨てる［やめる］,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4800,set up,を立［建］てる； を創設する； を始める,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4801,wake up,目が覚める； 人 の目を覚まさせる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4802,bring up,を育てる／ 問題・話題など を持ち出す,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4803,break up,を 解散［散会・解体］させる［する］ 関係などが 終わる； 人が 別れる； を終わらせる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4804,find out,調査などの結果 を見つけ出す； 真相 を知る,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4805,point out,を指摘する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4806,figure out,を理解する； を計算する； を解く,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4807,carry out,を実行する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4808,put on,を 身に 付ける； 電気器具・ガスなど をつける,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4809,get on,公共の乗り物など に乗る／ なんとか やっていく； と 仲良くやっていく with,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4810,carry on,を続ける,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4811,cut down [back] on,の 消費 量を減らす； を切り詰める,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4812,break down,を破壊する； を取り壊す； を分解する／故障する；取り乱す；肉体的［精神的］に参る,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4813,bring about,を引き起こす,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4814,take off,を脱ぐ； を取りはずす／離陸する； 流行・売り上げなどが 急増［急伸］する,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4815,leave behind,を置いていく； を置き忘れる,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4816,for example [instance],例えば,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4817,in fact,実際に／ ところが 実際は,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4818,at home,在宅して；家庭で／くつろいで／ に 精通して in ；on ；with,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4819,in the future,将来は；今後は,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4820,after all,結局 は ；やっぱり,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4821,at first,最初は,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4822,on the other hand,これに反して；他方では,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4823,in other words,言い換えれば；つまり,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4824,in general,一般に／一般の,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4825,for the first time,初めて,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4826,in turn,順々に； 立ち代わって 次に は,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4827,by the way,ところで,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4828,in particular,特に,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4829,for a while,しばらくの間,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4830,in time,に 間に合って for ／やがて；そのうちに,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4831,in the end,ついには；結局は,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4832,at once,すぐに／同時に,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4833,at work,仕事中で［の］；職場で／運転［作動］中で［の］；作用して,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4834,on time,時間どおりに［で］,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4835,in part,一部には；いくぶん かは,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4836,as a whole,全体として の,熟語,0-100,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4837,agree with,人が人・考えなど に同意する； 気候・食物などが に合う； に一致［適合］する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4838,at a time,１度に,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4839,not always,必ずしも ではない,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4840,as as possible [one can],できる限り,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4841,at the most,多くても；せいぜい,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4842,look forward to,を楽しみに待つ,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4843,take care of,の世話をする； に気をつける,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4844,take place,起こる；催される,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4845,play a role [part] in,で 役割を演じる［果たす］,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4846,make sure,を 確かめる；確実に する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4847,make sense,意味をなす；道理にかなう,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4848,pay attention to,に注意を払う,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4849,at all,全く／一体；そもそも／せっかく；とにかく,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4850,make a difference,違いが生じる；重要である,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4851,have an influence [effect] on,に影響を与える,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4852,come up with,解決策など を思いつく； 案など を提出する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4853,make a mistake,間違いをする,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4854,do one's best,最善を尽くす,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4855,change one's mind,気［考え］が変わる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4856,make an effort [efforts],努力する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4857,come true,夢・予言などが 実現する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4858,get lost,道に迷う,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4859,used to do [be],したものだった；昔は であった,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4860,at times,ときどき,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4861,had better do,したほうがいい； すべきだ,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4862,enjoy oneself,楽しい時を過ごす,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4863,see A as B,AをBと見なす,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4864,provide A with B,AにBを供給する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4865,prevent A from B,AをBから防ぐ；Aを妨げてBをさせない,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4866,spend A on B,AをBに使う,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4867,share A with B,AをBと分け合う［共有する］,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4868,help A with B,AをBで助ける,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4869,think of A as B,AをBと見なす,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4870,regard A as B,AをBと見なす,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4871,in short,つまり；短く言えば,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4872,turn A into B,AをBに 質的に 変える,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4873,describe A as B,AをBと述べる；AをBに分類する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4874,associate A with B,AをBと結びつけて考える,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4875,devote A to B,AをBにささげる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4876,according to,によれば／ に従って； に応じて,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4877,because of,のために,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4878,instead of,の代わりに； しないで,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4879,in front of,の前に［で］,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4880,as a result of,の 結果として,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4881,in addition to,に 加えて；さらに,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4882,along with,と一緒に； に加えて,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4883,on earth,一体全体／世界中で,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4884,thanks to,のおかげで,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4885,regardless of,に関係なく； に も かかわらず,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4886,in contrast to [with],と 対照して； と 著しく違って,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4887,in spite of,にもかかわらず,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4888,apart from,のほかに／ を除いては,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4889,as if [though] ...,まるで...のように,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4890,in case ...,もし...ならば／...するといけないから；...に備えて,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4891,B as well as A,AだけではなくBも,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4892,not A but B,AではなくB,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4893,at least,少なくとも,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4894,not only A but also B,AだけではなくBも,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4895,call off,を中止する； を取り消す,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4896,catch up with [to],に追いつく,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4897,come about,起こる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4898,come by,を手に入れる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4899,do away with,を廃止する； を取り除く,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4900,find fault with,にけちをつける； を非難する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4901,get over,病気など から回復する； を克服する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4902,get rid of,やっかいな物 を取り除く,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4903,hand in,手渡しで を提出する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4904,as usual,いつものように,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4905,learn by heart,を暗記する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4906,look into,を調べる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4907,look over,を ざっと 調べる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4908,make up one's mind,決心する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4909,pass away,死ぬ,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4910,pick out,を選ぶ,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4911,put off,を延期する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4912,put up with,を我慢する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4913,set about,を始める,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4914,set in,主に気候・病気などが 始まる,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4915,at best,よくても；せいぜい,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4916,stand up for,を支持［擁護］する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4917,take after,に似ている,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4918,think over,をよく考える,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4919,turn in,を提出する； を引き渡す［返却する］,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4920,all of a sudden,突然に；不意に,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4921,before long,間もなく,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4922,by degrees,徐々に,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4923,by no means,全然 ない,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4924,every now and then [again],ときどき；ときおり,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4925,every once in a while,ときどき；ときおり,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4926,for good,永久に,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4927,no longer,もはや ない,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4928,from time to time,ときどき；ときおり,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4929,in advance,前もって,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4930,in all,全部で,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4931,of importance,重要な；重要性のある,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4932,on purpose,わざと；故意に,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4933,over and over again,何度も繰り返し,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4934,prior to,より前で,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4935,right away,直ちに；今すぐ,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4936,agree to,に同意する,熟語,100-200,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4937,apply for,（仕事・許可など）を申し込む；を志願［申請］する,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4938,all in all,概して；全体的には,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4939,anything but,全然ではない；どころではない,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4940,apply to,に当てはまる／（人・場所・組織）に申し込む,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4941,as a matter of course,当然［もちろん］のこととして,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4942,as a matter of fact,実際は；実を言うと,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
4943,as for,について言えば；に関する限り,熟語,200-300,3,2020-10-18 20:25:58 +0900,2020-10-18 20:25:58 +0900
